A_1_NUMBER_OF_VILLAGES_TOWNS_HOUSEHOLDS_POPULATION_AND_AREA,COLUMN_2,COLUMN_3,COLUMN_4,COLUMN_5,COLUMN_6,COLUMN_7,COLUMN_8,COLUMN_9,COLUMN_10,COLUMN_11,COLUMN_12,COLUMN_13,COLUMN_14,COLUMN_15
,,,India/ State/ Union Territory/ District/ Sub-district,Name,"Total/
Rural/
Urban",,,,,,,,,
,,,,,,,,,,,,,,
8.0,114.0,574.0,SUB-DISTRICT,Jaisalmer,Total,338.0,37.0,1.0,48686.0,265237.0,145011.0,120226.0,24462.42452015531,11.0
8.0,114.0,574.0,SUB-DISTRICT,Jaisalmer,Rural,338.0,37.0,0.0,35877.0,199766.0,108579.0,91187.0,24400.04452015531,8.0
8.0,114.0,574.0,SUB-DISTRICT,Jaisalmer,Urban,0.0,0.0,1.0,12809.0,65471.0,36432.0,29039.0,62.38,1050.0
8.0,114.0,575.0,SUB-DISTRICT,Pokaran,Total,298.0,5.0,1.0,50690.0,303662.0,161683.0,141979.0,9598.537549549736,32.0
8.0,114.0,575.0,SUB-DISTRICT,Pokaran,Rural,298.0,5.0,0.0,46755.0,280108.0,148854.0,131254.0,9590.537549549736,29.0
8.0,114.0,575.0,SUB-DISTRICT,Pokaran,Urban,0.0,0.0,1.0,3935.0,23554.0,12829.0,10725.0,8.0,2944.0
8.0,114.0,576.0,SUB-DISTRICT,Fatehgarh,Total,120.0,1.0,0.0,17795.0,101020.0,55014.0,46006.0,4340.036389798775,23.0
8.0,114.0,576.0,SUB-DISTRICT,Fatehgarh,Rural,120.0,1.0,0.0,17795.0,101020.0,55014.0,46006.0,4340.036389798775,23.0
8.0,114.0,576.0,SUB-DISTRICT,Fatehgarh,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,115.0,0.0,DISTRICT,Barmer,Total,2452.0,8.0,4.0,451629.0,2603751.0,1369022.0,1234729.0,28387.0,92.0
8.0,115.0,0.0,DISTRICT,Barmer,Rural,2452.0,8.0,0.0,418990.0,2421914.0,1273249.0,1148665.0,28320.0,86.0
8.0,115.0,0.0,DISTRICT,Barmer,Urban,0.0,0.0,4.0,32639.0,181837.0,95773.0,86064.0,67.0,2714.0
8.0,115.0,577.0,SUB-DISTRICT,Sheo,Total,298.0,1.0,0.0,40420.0,237080.0,127247.0,109833.0,6613.881161565818,36.0
8.0,115.0,577.0,SUB-DISTRICT,Sheo,Rural,298.0,1.0,0.0,40420.0,237080.0,127247.0,109833.0,6613.881161565818,36.0
8.0,115.0,577.0,SUB-DISTRICT,Sheo,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,115.0,578.0,SUB-DISTRICT,Baytoo,Total,340.0,0.0,0.0,46075.0,253350.0,132783.0,120567.0,3098.957125158,82.0
8.0,115.0,578.0,SUB-DISTRICT,Baytoo,Rural,340.0,0.0,0.0,46075.0,253350.0,132783.0,120567.0,3098.957125158,82.0
8.0,115.0,578.0,SUB-DISTRICT,Baytoo,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,115.0,579.0,SUB-DISTRICT,Pachpadra,Total,277.0,2.0,1.0,73167.0,422784.0,220029.0,202755.0,3482.6956137313705,121.0
8.0,115.0,579.0,SUB-DISTRICT,Pachpadra,Rural,277.0,2.0,0.0,60256.0,348288.0,181314.0,166974.0,3453.6856137313703,101.0
8.0,115.0,579.0,SUB-DISTRICT,Pachpadra,Urban,0.0,0.0,1.0,12911.0,74496.0,38715.0,35781.0,29.01,2568.0
8.0,115.0,580.0,SUB-DISTRICT,Siwana,Total,128.0,1.0,0.0,46487.0,272560.0,142442.0,130118.0,2061.393082925206,132.0
8.0,115.0,580.0,SUB-DISTRICT,Siwana,Rural,128.0,1.0,0.0,46487.0,272560.0,142442.0,130118.0,2061.393082925206,132.0
8.0,115.0,580.0,SUB-DISTRICT,Siwana,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,115.0,581.0,SUB-DISTRICT,Gudha Malani,Total,522.0,0.0,1.0,77803.0,453911.0,237113.0,216798.0,4024.7398651419535,113.0
8.0,115.0,581.0,SUB-DISTRICT,Gudha Malani,Rural,522.0,0.0,0.0,76676.0,447398.0,233722.0,213676.0,4014.189865141953,111.0
8.0,115.0,581.0,SUB-DISTRICT,Gudha Malani,Urban,0.0,0.0,1.0,1127.0,6513.0,3391.0,3122.0,10.55,617.0
8.0,115.0,582.0,SUB-DISTRICT,Barmer,Total,295.0,0.0,2.0,65676.0,370721.0,197280.0,173441.0,2914.667066668371,127.0
8.0,115.0,582.0,SUB-DISTRICT,Barmer,Rural,295.0,0.0,0.0,47075.0,269893.0,143613.0,126280.0,2887.2270666683708,93.0
8.0,115.0,582.0,SUB-DISTRICT,Barmer,Urban,0.0,0.0,2.0,18601.0,100828.0,53667.0,47161.0,27.44,3674.0
8.0,115.0,583.0,SUB-DISTRICT,Ramsar,Total,166.0,3.0,0.0,18717.0,108001.0,56709.0,51292.0,1454.9958817860872,74.0
8.0,115.0,583.0,SUB-DISTRICT,Ramsar,Rural,166.0,3.0,0.0,18717.0,108001.0,56709.0,51292.0,1454.9958817860872,74.0
8.0,115.0,583.0,SUB-DISTRICT,Ramsar,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,115.0,584.0,SUB-DISTRICT,Chohtan,Total,426.0,1.0,0.0,83284.0,485344.0,255419.0,229925.0,4735.656064387154,102.0
8.0,115.0,584.0,SUB-DISTRICT,Chohtan,Rural,426.0,1.0,0.0,83284.0,485344.0,255419.0,229925.0,4735.656064387154,102.0
8.0,115.0,584.0,SUB-DISTRICT,Chohtan,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,116.0,0.0,DISTRICT,Jalor,Total,791.0,10.0,4.0,326134.0,1828730.0,936634.0,892096.0,10640.0,172.0
8.0,116.0,0.0,DISTRICT,Jalor,Rural,791.0,10.0,0.0,298074.0,1676975.0,857619.0,819356.0,10582.57,158.0
8.0,116.0,0.0,DISTRICT,Jalor,Urban,0.0,0.0,4.0,28060.0,151755.0,79015.0,72740.0,57.43,2642.0
8.0,116.0,585.0,SUB-DISTRICT,Sayla,Total,51.0,0.0,0.0,29097.0,176682.0,90131.0,86551.0,964.4431663400036,183.0
8.0,116.0,585.0,SUB-DISTRICT,Sayla,Rural,51.0,0.0,0.0,29097.0,176682.0,90131.0,86551.0,964.4431663400036,183.0
8.0,116.0,585.0,SUB-DISTRICT,Sayla,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,116.0,586.0,SUB-DISTRICT,Ahore,Total,134.0,3.0,1.0,47890.0,239642.0,118980.0,120662.0,1887.301080785682,127.0
8.0,116.0,586.0,SUB-DISTRICT,Ahore,Rural,134.0,3.0,0.0,44739.0,222775.0,110392.0,112383.0,1878.301080785682,119.0
8.0,116.0,586.0,SUB-DISTRICT,Ahore,Urban,0.0,0.0,1.0,3151.0,16867.0,8588.0,8279.0,9.0,1874.0
8.0,116.0,587.0,SUB-DISTRICT,Jalor,Total,73.0,1.0,1.0,48370.0,264423.0,135526.0,128897.0,1296.1585660419275,204.0
8.0,116.0,587.0,SUB-DISTRICT,Jalor,Rural,73.0,1.0,0.0,37970.0,210342.0,107070.0,103272.0,1279.1685660419275,164.0
8.0,116.0,587.0,SUB-DISTRICT,Jalor,Urban,0.0,0.0,1.0,10400.0,54081.0,28456.0,25625.0,16.99,3183.0
8.0,116.0,588.0,SUB-DISTRICT,Bhinmal,Total,104.0,2.0,1.0,54534.0,302553.0,153244.0,149309.0,1626.6786885711826,186.0
8.0,116.0,588.0,SUB-DISTRICT,Bhinmal,Rural,104.0,2.0,0.0,45682.0,254621.0,128388.0,126233.0,1611.2386885711826,158.0
8.0,116.0,588.0,SUB-DISTRICT,Bhinmal,Urban,0.0,0.0,1.0,8852.0,47932.0,24856.0,23076.0,15.44,3104.0
8.0,116.0,589.0,SUB-DISTRICT,Bagora,Total,58.0,0.0,0.0,25032.0,151141.0,78110.0,73031.0,845.622221662191,179.0
8.0,116.0,589.0,SUB-DISTRICT,Bagora,Rural,58.0,0.0,0.0,25032.0,151141.0,78110.0,73031.0,845.622221662191,179.0
8.0,116.0,589.0,SUB-DISTRICT,Bagora,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,116.0,590.0,SUB-DISTRICT,Sanchore,Total,276.0,2.0,1.0,84405.0,487458.0,254057.0,233401.0,2996.414359876777,163.0
8.0,116.0,590.0,SUB-DISTRICT,Sanchore,Rural,276.0,2.0,0.0,78748.0,454583.0,236942.0,217641.0,2980.414359876777,153.0
8.0,116.0,590.0,SUB-DISTRICT,Sanchore,Urban,0.0,0.0,1.0,5657.0,32875.0,17115.0,15760.0,16.0,2055.0
8.0,116.0,591.0,SUB-DISTRICT,Raniwara,Total,95.0,2.0,0.0,36806.0,206831.0,106586.0,100245.0,1023.4171026680224,202.0
8.0,116.0,591.0,SUB-DISTRICT,Raniwara,Rural,95.0,2.0,0.0,36806.0,206831.0,106586.0,100245.0,1023.4171026680224,202.0
8.0,116.0,591.0,SUB-DISTRICT,Raniwara,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,117.0,0.0,DISTRICT,Sirohi,Total,470.0,7.0,9.0,201785.0,1036346.0,534231.0,502115.0,5136.0,202.0
8.0,117.0,0.0,DISTRICT,Sirohi,Rural,470.0,7.0,0.0,159265.0,827692.0,424252.0,403440.0,5013.09,165.0
8.0,117.0,0.0,DISTRICT,Sirohi,Urban,0.0,0.0,9.0,42520.0,208654.0,109979.0,98675.0,122.91,1698.0
8.0,117.0,592.0,SUB-DISTRICT,Sheoganj,Total,70.0,1.0,1.0,29077.0,142329.0,73042.0,69287.0,884.4683684088259,161.0
8.0,117.0,592.0,SUB-DISTRICT,Sheoganj,Rural,70.0,1.0,0.0,23562.0,114276.0,58440.0,55836.0,879.4083684088259,130.0
8.0,117.0,592.0,SUB-DISTRICT,Sheoganj,Urban,0.0,0.0,1.0,5515.0,28053.0,14602.0,13451.0,5.06,5544.0
8.0,117.0,593.0,SUB-DISTRICT,Sirohi,Total,84.0,2.0,2.0,37936.0,186079.0,94753.0,91326.0,1175.0673753927028,158.0
8.0,117.0,593.0,SUB-DISTRICT,Sirohi,Rural,84.0,2.0,0.0,28438.0,141122.0,71175.0,69947.0,1144.8773753927028,123.0
8.0,117.0,593.0,SUB-DISTRICT,Sirohi,Urban,0.0,0.0,2.0,9498.0,44957.0,23578.0,21379.0,30.19,1489.0
8.0,117.0,594.0,SUB-DISTRICT,Pindwara,Total,107.0,1.0,2.0,50311.0,261686.0,134882.0,126804.0,1112.843679019635,235.0
8.0,117.0,594.0,SUB-DISTRICT,Pindwara,Rural,107.0,1.0,0.0,42295.0,221887.0,114090.0,107797.0,1088.843679019635,204.0
8.0,117.0,594.0,SUB-DISTRICT,Pindwara,Urban,0.0,0.0,2.0,8016.0,39799.0,20792.0,19007.0,24.0,1658.0
8.0,117.0,595.0,SUB-DISTRICT,Abu Road,Total,82.0,3.0,3.0,43041.0,224404.0,116769.0,107635.0,878.8135587150489,255.0
8.0,117.0,595.0,SUB-DISTRICT,Abu Road,Rural,82.0,3.0,0.0,25232.0,136676.0,69911.0,66765.0,827.8835587150489,165.0
8.0,117.0,595.0,SUB-DISTRICT,Abu Road,Urban,0.0,0.0,3.0,17809.0,87728.0,46858.0,40870.0,50.93,1723.0
8.0,117.0,596.0,SUB-DISTRICT,Reodar,Total,127.0,0.0,1.0,41420.0,221848.0,114785.0,107063.0,1084.8087125782442,205.0
8.0,117.0,596.0,SUB-DISTRICT,Reodar,Rural,127.0,0.0,0.0,39738.0,213731.0,110636.0,103095.0,1072.0787125782442,199.0
8.0,117.0,596.0,SUB-DISTRICT,Reodar,Urban,0.0,0.0,1.0,1682.0,8117.0,4149.0,3968.0,12.73,638.0
8.0,118.0,0.0,DISTRICT,Pali,Total,1017.0,13.0,11.0,418157.0,2037573.0,1025422.0,1012151.0,12387.0,164.0
8.0,118.0,0.0,DISTRICT,Pali,Rural,1017.0,13.0,0.0,329510.0,1577567.0,787559.0,790008.0,11948.58,132.0
8.0,118.0,0.0,DISTRICT,Pali,Urban,0.0,0.0,11.0,88647.0,460006.0,237863.0,222143.0,438.42,1049.0
8.0,118.0,597.0,SUB-DISTRICT,Jaitaran,Total,108.0,5.0,1.0,46753.0,226776.0,114008.0,112768.0,1378.9085258595635,164.0
8.0,118.0,597.0,SUB-DISTRICT,Jaitaran,Rural,108.0,5.0,0.0,42692.0,204155.0,102462.0,101693.0,1341.2585258595634,152.0
8.0,118.0,597.0,SUB-DISTRICT,Jaitaran,Urban,0.0,0.0,1.0,4061.0,22621.0,11546.0,11075.0,37.65,601.0
8.0,118.0,598.0,SUB-DISTRICT,Raipur,Total,137.0,4.0,0.0,43600.0,205254.0,103005.0,102249.0,1100.9209662206936,186.0
8.0,118.0,598.0,SUB-DISTRICT,Raipur,Rural,137.0,4.0,0.0,43600.0,205254.0,103005.0,102249.0,1100.9209662206936,186.0
8.0,118.0,598.0,SUB-DISTRICT,Raipur,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,118.0,599.0,SUB-DISTRICT,Sojat,Total,123.0,0.0,2.0,46765.0,220854.0,110702.0,110152.0,1713.965553093131,129.0
8.0,118.0,599.0,SUB-DISTRICT,Sojat,Rural,123.0,0.0,0.0,35608.0,165359.0,82056.0,83303.0,1683.3955530931307,98.0
8.0,118.0,599.0,SUB-DISTRICT,Sojat,Urban,0.0,0.0,2.0,11157.0,55495.0,28646.0,26849.0,30.57,1815.0
8.0,118.0,600.0,SUB-DISTRICT,Rohat,Total,79.0,0.0,0.0,22288.0,120963.0,62111.0,58852.0,1429.834449674941,85.0
8.0,118.0,600.0,SUB-DISTRICT,Rohat,Rural,79.0,0.0,0.0,22288.0,120963.0,62111.0,58852.0,1429.834449674941,85.0
8.0,118.0,600.0,SUB-DISTRICT,Rohat,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,118.0,601.0,SUB-DISTRICT,Pali,Total,101.0,2.0,1.0,72248.0,368386.0,189551.0,178835.0,1657.1455695097764,222.0
8.0,118.0,601.0,SUB-DISTRICT,Pali,Rural,101.0,2.0,0.0,28438.0,138311.0,69627.0,68684.0,1498.1455695097764,92.0
8.0,118.0,601.0,SUB-DISTRICT,Pali,Urban,0.0,0.0,1.0,43810.0,230075.0,119924.0,110151.0,159.0,1447.0
8.0,118.0,602.0,SUB-DISTRICT,Marwar Junction,Total,156.0,0.0,1.0,44014.0,198978.0,98255.0,100723.0,1399.0543597755056,142.0
8.0,118.0,602.0,SUB-DISTRICT,Marwar Junction,Rural,156.0,0.0,0.0,41495.0,186974.0,92083.0,94891.0,1385.9743597755055,135.0
8.0,118.0,602.0,SUB-DISTRICT,Marwar Junction,Urban,0.0,0.0,1.0,2519.0,12004.0,6172.0,5832.0,13.08,918.0
8.0,118.0,603.0,SUB-DISTRICT,Desuri,Total,136.0,0.0,2.0,48895.0,234337.0,115721.0,118616.0,1321.0178400608622,177.0
8.0,118.0,603.0,SUB-DISTRICT,Desuri,Rural,136.0,0.0,0.0,40800.0,193067.0,94829.0,98238.0,1227.4978400608622,157.0
8.0,118.0,603.0,SUB-DISTRICT,Desuri,Urban,0.0,0.0,2.0,8095.0,41270.0,20892.0,20378.0,93.52,441.0
8.0,118.0,604.0,SUB-DISTRICT,Sumerpur,Total,66.0,2.0,2.0,40761.0,198125.0,99282.0,98843.0,970.5031992911722,204.0
8.0,118.0,604.0,SUB-DISTRICT,Sumerpur,Rural,66.0,2.0,0.0,30566.0,144303.0,71493.0,72810.0,937.2031992911724,154.0
8.0,118.0,604.0,SUB-DISTRICT,Sumerpur,Urban,0.0,0.0,2.0,10195.0,53822.0,27789.0,26033.0,33.3,1616.0
8.0,118.0,605.0,SUB-DISTRICT,Bali,Total,111.0,0.0,2.0,52833.0,263900.0,132787.0,131113.0,1415.634651362672,186.0
8.0,118.0,605.0,SUB-DISTRICT,Bali,Rural,111.0,0.0,0.0,44023.0,219181.0,109893.0,109288.0,1344.334651362672,163.0
8.0,118.0,605.0,SUB-DISTRICT,Bali,Urban,0.0,0.0,2.0,8810.0,44719.0,22894.0,21825.0,71.3,627.0
8.0,119.0,0.0,DISTRICT,Ajmer,Total,1099.0,12.0,11.0,494832.0,2583052.0,1324085.0,1258967.0,8481.0,305.0
8.0,119.0,0.0,DISTRICT,Ajmer,Rural,1099.0,12.0,0.0,293744.0,1547642.0,789397.0,758245.0,8091.33,191.0
8.0,119.0,0.0,DISTRICT,Ajmer,Urban,0.0,0.0,11.0,201088.0,1035410.0,534688.0,500722.0,389.67,2657.0
8.0,119.0,606.0,SUB-DISTRICT,Kishangarh,Total,171.0,4.0,1.0,74837.0,418231.0,215138.0,203093.0,1714.646874382467,244.0
8.0,119.0,606.0,SUB-DISTRICT,Kishangarh,Rural,171.0,4.0,0.0,46484.0,263345.0,135114.0,128231.0,1669.156874382467,158.0
8.0,119.0,606.0,SUB-DISTRICT,Kishangarh,Urban,0.0,0.0,1.0,28353.0,154886.0,80024.0,74862.0,45.49,3405.0
8.0,119.0,607.0,SUB-DISTRICT,Ajmer,Total,85.0,0.0,4.0,156701.0,798454.0,410711.0,387743.0,897.0568796596239,890.0
8.0,119.0,607.0,SUB-DISTRICT,Ajmer,Rural,85.0,0.0,0.0,40439.0,220616.0,113633.0,106983.0,630.8668796596239,350.0
8.0,119.0,607.0,SUB-DISTRICT,Ajmer,Urban,0.0,0.0,4.0,116262.0,577838.0,297078.0,280760.0,266.19,2171.0
8.0,119.0,608.0,SUB-DISTRICT,Peesangan,Total,64.0,0.0,0.0,23968.0,127803.0,65075.0,62728.0,653.8438214806225,195.0
8.0,119.0,608.0,SUB-DISTRICT,Peesangan,Rural,64.0,0.0,0.0,23968.0,127803.0,65075.0,62728.0,653.8438214806225,195.0
8.0,119.0,608.0,SUB-DISTRICT,Peesangan,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,119.0,609.0,SUB-DISTRICT,Beawar,Total,222.0,1.0,1.0,68739.0,342935.0,174082.0,168853.0,687.4061863534264,499.0
8.0,119.0,609.0,SUB-DISTRICT,Beawar,Rural,222.0,1.0,0.0,39779.0,191783.0,96466.0,95317.0,662.2361863534264,290.0
8.0,119.0,609.0,SUB-DISTRICT,Beawar,Urban,0.0,0.0,1.0,28960.0,151152.0,77616.0,73536.0,25.17,6005.0
8.0,119.0,610.0,SUB-DISTRICT,Masuda,Total,158.0,3.0,2.0,43609.0,224181.0,114787.0,109394.0,874.7891425205913,256.0
8.0,119.0,610.0,SUB-DISTRICT,Masuda,Rural,158.0,3.0,0.0,36356.0,185713.0,95202.0,90511.0,856.8991425205913,217.0
8.0,119.0,610.0,SUB-DISTRICT,Masuda,Urban,0.0,0.0,2.0,7253.0,38468.0,19585.0,18883.0,17.89,2150.0
8.0,119.0,611.0,SUB-DISTRICT,Nasirabad,Total,90.0,0.0,1.0,33865.0,187486.0,98470.0,89016.0,775.2947771853605,242.0
8.0,119.0,611.0,SUB-DISTRICT,Nasirabad,Rural,90.0,0.0,0.0,24787.0,136682.0,69889.0,66793.0,752.3647771853606,182.0
8.0,119.0,611.0,SUB-DISTRICT,Nasirabad,Urban,0.0,0.0,1.0,9078.0,50804.0,28581.0,22223.0,22.93,2216.0
8.0,119.0,612.0,SUB-DISTRICT,Bhinay,Total,95.0,0.0,0.0,23916.0,126466.0,64154.0,62312.0,820.5458890333342,154.0
8.0,119.0,612.0,SUB-DISTRICT,Bhinay,Rural,95.0,0.0,0.0,23916.0,126466.0,64154.0,62312.0,820.5458890333342,154.0
8.0,119.0,612.0,SUB-DISTRICT,Bhinay,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,119.0,613.0,SUB-DISTRICT,Sarwar,Total,112.0,2.0,1.0,28507.0,154738.0,78736.0,76002.0,1051.344191108273,147.0
8.0,119.0,613.0,SUB-DISTRICT,Sarwar,Rural,112.0,2.0,0.0,24902.0,134366.0,68268.0,66098.0,1046.344191108273,128.0
8.0,119.0,613.0,SUB-DISTRICT,Sarwar,Urban,0.0,0.0,1.0,3605.0,20372.0,10468.0,9904.0,5.0,4074.0
8.0,119.0,614.0,SUB-DISTRICT,Kekri,Total,102.0,2.0,1.0,40690.0,202758.0,102932.0,99826.0,1006.0619645833468,202.0
8.0,119.0,614.0,SUB-DISTRICT,Kekri,Rural,102.0,2.0,0.0,33113.0,160868.0,81596.0,79272.0,999.0619645833468,161.0
8.0,119.0,614.0,SUB-DISTRICT,Kekri,Urban,0.0,0.0,1.0,7577.0,41890.0,21336.0,20554.0,7.0,5984.0
8.0,120.0,0.0,DISTRICT,Tonk,Total,1116.0,67.0,8.0,266870.0,1421326.0,728136.0,693190.0,7194.0,198.0
8.0,120.0,0.0,DISTRICT,Tonk,Rural,1116.0,67.0,0.0,212126.0,1103603.0,568045.0,535558.0,6952.13,159.0
8.0,120.0,0.0,DISTRICT,Tonk,Urban,0.0,0.0,8.0,54744.0,317723.0,160091.0,157632.0,241.87,1314.0
8.0,120.0,615.0,SUB-DISTRICT,Malpura,Total,153.0,7.0,1.0,45047.0,240909.0,123625.0,117284.0,1490.3208045054396,162.0
8.0,120.0,615.0,SUB-DISTRICT,Malpura,Rural,153.0,7.0,0.0,38795.0,204881.0,105020.0,99861.0,1428.8908045054395,143.0
8.0,120.0,615.0,SUB-DISTRICT,Malpura,Urban,0.0,0.0,1.0,6252.0,36028.0,18605.0,17423.0,61.43,586.0
8.0,120.0,616.0,SUB-DISTRICT,Peeplu,Total,118.0,8.0,0.0,21913.0,117644.0,60740.0,56904.0,692.398110297259,170.0
8.0,120.0,616.0,SUB-DISTRICT,Peeplu,Rural,118.0,8.0,0.0,21913.0,117644.0,60740.0,56904.0,692.398110297259,170.0
8.0,120.0,616.0,SUB-DISTRICT,Peeplu,Urban,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,120.0,617.0,SUB-DISTRICT,Niwai,Total,204.0,5.0,2.0,43146.0,245787.0,123624.0,122163.0,980.1556530351804,251.0
8.0,120.0,617.0,SUB-DISTRICT,Niwai,Rural,204.0,5.0,0.0,35135.0,195187.0,101301.0,93886.0,925.1056530351804,211.0
8.0,120.0,617.0,SUB-DISTRICT,Niwai,Urban,0.0,0.0,2.0,8011.0,50600.0,22323.0,28277.0,55.05,919.0
8.0,120.0,618.0,SUB-DISTRICT,Tonk,Total,124.0,8.0,1.0,52585.0,286808.0,147398.0,139410.0,813.8556304990658,352.0
8.0,120.0,618.0,SUB-DISTRICT,Tonk,Rural,124.0,8.0,0.0,23487.0,121514.0,62592.0,58922.0,753.3556304990658,161.0
8.0,120.0,618.0,SUB-DISTRICT,Tonk,Urban,0.0,0.0,1.0,29098.0,165294.0,84806.0,80488.0,60.5,2732.0
8.0,120.0,619.0,SUB-DISTRICT,Todaraisingh,Total,139.0,9.0,1.0,27639.0,146870.0,74878.0,71992.0,999.750260231458,147.0
8.0,120.0,619.0,SUB-DISTRICT,Todaraisingh,Rural,139.0,9.0,0.0,23681.0,123311.0,62849.0,60462.0,945.610260231458,130.0
8.0,120.0,619.0,SUB-DISTRICT,Todaraisingh,Urban,0.0,0.0,1.0,3958.0,23559.0,12029.0,11530.0,54.14,435.0
8.0,120.0,620.0,SUB-DISTRICT,Deoli,Total,169.0,17.0,1.0,43632.0,214408.0,110648.0,103760.0,1225.8921509069717,175.0
8.0,120.0,620.0,SUB-DISTRICT,Deoli,Rural,169.0,17.0,0.0,39859.0,192343.0,98637.0,93706.0,1222.1421509069717,157.0
8.0,120.0,620.0,SUB-DISTRICT,Deoli,Urban,0.0,0.0,1.0,3773.0,22065.0,12011.0,10054.0,3.75,5884.0
8.0,120.0,621.0,SUB-DISTRICT,Uniara,Total,209.0,13.0,2.0,32908.0,168900.0,87223.0,81677.0,991.617823999652,170.0
8.0,120.0,621.0,SUB-DISTRICT,Uniara,Rural,209.0,13.0,0.0,29256.0,148723.0,76906.0,71817.0,984.617823999652,151.0
8.0,120.0,621.0,SUB-DISTRICT,Uniara,Urban,0.0,0.0,2.0,3652.0,20177.0,10317.0,9860.0,7.0,2882.0
8.0,121.0,0.0,DISTRICT,Bundi,Total,867.0,6.0,9.0,220768.0,1110906.0,577160.0,533746.0,5776.0,192.0
8.0,121.0,0.0,DISTRICT,Bundi,Rural,867.0,6.0,0.0,177150.0,888205.0,461734.0,426471.0,5596.31,159.0
8.0,121.0,0.0,DISTRICT,Bundi,Urban,0.0,0.0,9.0,43618.0,222701.0,115426.0,107275.0,179.69,1239.0
8.0,121.0,622.0,SUB-DISTRICT,Hindoli,Total,184.0,0.0,0.0,45311.0,221601.0,115099.0,106502.0,1355.7595725758458,163.0
8.0,121.0,622.0,SUB-DISTRICT,Hindoli,Rural,184.0,0.0,0.0,44990.0,219968.0,114242.0,105726.0,1354.179572575846,162.0
8.0,121.0,622.0,SUB-DISTRICT,Hindoli,Urban,0.0,0.0,0.0,321.0,1633.0,857.0,776.0,1.58,1034.0
8.0,121.0,623.0,SUB-DISTRICT,Nainwa,Total,190.0,0.0,1.0,39370.0,196070.0,102334.0,93736.0,1192.0174345780297,164.0
8.0,121.0,623.0,SUB-DISTRICT,Nainwa,Rural,190.0,0.0,0.0,35758.0,176585.0,92236.0,84349.0,1183.5174345780297,149.0
8.0,121.0,623.0,SUB-DISTRICT,Nainwa,Urban,0.0,0.0,1.0,3612.0,19485.0,10098.0,9387.0,8.5,2292.0
8.0,121.0,624.0,SUB-DISTRICT,Indragarh,Total,116.0,3.0,3.0,26395.0,127715.0,66461.0,61254.0,644.1306142451346,198.0
8.0,121.0,624.0,SUB-DISTRICT,Indragarh,Rural,116.0,3.0,0.0,18155.0,87066.0,45457.0,41609.0,603.1306142451346,144.0
8.0,121.0,624.0,SUB-DISTRICT,Indragarh,Urban,0.0,0.0,3.0,8240.0,40649.0,21004.0,19645.0,41.0,991.0
8.0,121.0,625.0,SUB-DISTRICT,Keshoraipatan,Total,112.0,1.0,2.0,30006.0,153987.0,79664.0,74323.0,697.645527158261,221.0
8.0,121.0,625.0,SUB-DISTRICT,Keshoraipatan,Rural,112.0,1.0,0.0,21231.0,108612.0,56203.0,52409.0,607.745527158261,179.0
8.0,121.0,625.0,SUB-DISTRICT,Keshoraipatan,Urban,0.0,0.0,2.0,8775.0,45375.0,23461.0,21914.0,89.9,505.0
8.0,121.0,626.0,SUB-DISTRICT,Bundi,Total,265.0,2.0,3.0,79686.0,411533.0,213602.0,197931.0,1886.434418978583,218.0
8.0,121.0,626.0,SUB-DISTRICT,Bundi,Rural,265.0,2.0,0.0,57016.0,295974.0,153596.0,142378.0,1847.724418978583,160.0
8.0,121.0,626.0,SUB-DISTRICT,Bundi,Urban,0.0,0.0,3.0,22670.0,115559.0,60006.0,55553.0,38.71,2985.0
8.0,122.0,0.0,DISTRICT,Bhilwara,Total,1790.0,44.0,9.0,498125.0,2408523.0,1220736.0,1187787.0,10455.0,230.0
8.0,122.0,0.0,DISTRICT,Bhilwara,Rural,1790.0,44.0,0.0,394065.0,1895869.0,955378.0,940491.0,10143.82,187.0
8.0,122.0,0.0,DISTRICT,Bhilwara,Urban,0.0,0.0,9.0,104060.0,512654.0,265358.0,247296.0,311.18,1647.0
8.0,122.0,627.0,SUB-DISTRICT,Asind,Total,209.0,0.0,1.0,52901.0,254130.0,127206.0,126924.0,1131.1055969267504,225.0
